T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
-1.3,989.87,90.5,1,Normal,0.43456538740942496
-1.2,989.86,90.1,1,Normal,0.429973182443957
-1.14,989.83,90.2,1,Normal,0.43082564843574234
-1.1,989.76,90.3,1,Normal,0.4304390079788508
-1.1,989.76,90.1,1,Normal,0.43026419485145134
-1.1,989.64,90.0,1,Normal,0.4297808805040517
-1.12,989.49,90.1,1,Normal,0.4305254617961704
-1.11,989.38,90.4,1,Normal,0.4344211900477066
-1.1,989.29,90.6,1,Normal,0.4371992003175386
-1.16,989.14,91.1,1,Normal,0.43662300360294753
-1.17,989.03,91.6,1,Normal,0.4393081607223731
-1.21,988.94,91.8,1,Normal,0.43865254743381255
-1.12,988.78,91.7,1,Normal,0.4392465218394629
-0.99,988.62,91.0,1,Normal,0.43449951149776206
-0.94,988.49,89.8,1,Normal,0.4286379173915748
-0.86,988.34,89.0,1,Normal,0.42777469758605724
25.0,988.2,88.8,1,Normal,0.5012994524473152
-1.02,988.07,89.4,1,Normal,0.427332371037965
-0.99,987.96,89.7,1,Normal,0.4257962348112408
-1.0,987.88,89.5,1,Normal,0.4286099574674648
-1.04,987.88,89.7,1,Normal,0.42921613742994313
-0.99,987.81,89.9,1,Normal,0.4282253054617516
-0.83,987.69,89.6,1,Normal,0.42664478848230153
-0.77,987.57,89.1,1,Normal,0.42477384153622
-0.79,987.51,88.5,1,Normal,0.4254774220262141
-0.87,987.38,88.2,1,Normal,0.4257742579226184
-0.9,987.23,87.7,1,Normal,0.42644057435294563
-0.9,987.15,87.4,1,Normal,0.4255857858712094
-0.79,987.13,87.3,1,Normal,0.424471650731281
-0.7,987.03,87.4,1,Normal,0.4250120217355284
-0.63,987.0,87.2,1,Normal,0.4254433602379967
-0.75,986.95,87.1,1,Normal,0.4255038101789312
-0.84,986.9,87.6,1,Normal,0.4255038101789312
-0.96,986.79,87.9,1,Normal,0.4225977490426354
-1.02,986.78,88.2,1,Normal,0.4248953062347575
-1.05,986.69,88.5,1,Normal,0.42664390882137876
-1.13,986.65,88.4,1,Normal,0.42592077438580533
-1.22,986.63,88.8,1,Normal,0.42611823629739265
-1.29,986.63,89.2,1,Normal,0.42626979205966153
-1.4,986.65,89.9,1,Normal,0.4308228712185807
-1.44,986.59,90.4,1,Normal,0.4338736078857002
-1.46,986.54,90.7,1,Normal,0.4388631423387435
-1.41,986.45,90.9,1,Normal,0.4388631423387435
-1.44,986.48,91.1,1,Normal,0.4384432530123744
-1.42,986.39,91.3,1,Normal,0.44106754922078406
-1.45,986.24,91.4,1,Normal,0.44112944364605594
-1.49,986.17,91.4,1,Normal,0.44112944364605594
-1.51,986.15,91.3,1,Normal,0.4413218318634724
-1.51,986.07,91.3,1,Normal,0.4413218318634724
-1.51,986.05,91.7,1,Normal,0.442053639116051
-1.56,986.04,91.8,1,Normal,0.4440755034861917
-1.57,985.98,92.0,1,Normal,0.44839218491017907
-1.58,985.93,92.0,1,Normal,0.44839218491017907
-1.62,985.92,92.1,1,Normal,0.44839218491017907
-1.56,985.83,92.2,1,Normal,0.45080502275561823
-1.63,985.81,92.2,1,Normal,0.45080502275561823
-1.6,985.83,92.3,1,Normal,0.449523557101663
-1.58,985.77,92.2,1,Normal,0.45080502275561823
-1.61,985.69,92.2,1,Normal,0.45080502275561823
-1.56,985.68,92.2,1,Normal,0.45080502275561823
-1.51,985.67,92.0,1,Normal,0.44713804141246005
-1.45,985.67,92.1,1,Normal,0.44713804141246005
-1.51,985.65,92.3,1,Normal,0.4474768878832358
-1.51,985.56,92.5,1,Normal,0.45011470200177267
-1.51,985.5,92.6,1,Normal,0.4501778660020172
-1.51,985.45,92.8,1,Normal,0.45015886737405564
-1.51,985.46,93.0,1,Normal,0.45210300358507555
-1.51,985.43,93.1,1,Normal,0.45306285738343965
-1.49,985.43,93.2,1,Normal,0.4533239959178336
-1.44,985.41,93.3,1,Normal,0.4520353697899979
-1.44,985.43,93.5,1,Normal,0.45177586662892116
-1.43,985.43,93.7,1,Normal,0.45177586662892116
-1.38,985.38,93.7,1,Normal,0.45171247841482776
-1.45,985.32,93.7,1,Normal,0.45171247841482776
-1.51,985.31,93.8,1,Normal,0.45171247841482776
-1.46,985.31,93.9,1,Normal,0.45232413712389236
-1.44,985.31,93.7,1,Normal,0.45171247841482776
-1.44,985.27,93.5,1,Normal,0.45171247841482776
-1.44,985.2,93.4,1,Normal,0.4517220955131488
-1.42,985.19,93.3,1,Normal,0.4517220955131488
-1.44,985.19,93.0,1,Normal,0.45095233419070213
-1.46,985.18,92.9,1,Normal,0.45197065110365797
-1.5,985.12,93.0,1,Normal,0.45095233419070213
-1.47,985.07,93.0,1,Normal,0.45095233419070213
-1.5,985.06,92.8,1,Normal,0.4490131460955291
-1.52,985.04,92.9,1,Normal,0.4540378738905647
-1.56,984.96,93.1,1,Normal,0.4544938745989528
-1.56,984.94,93.2,1,Normal,0.45475583794988655
-1.57,984.83,93.0,1,Normal,0.45275393892251725
-1.57,984.74,92.8,1,Normal,0.4511721145779622
-1.57,984.65,92.6,1,Normal,0.4524990196138505
-1.58,984.6,92.4,1,Normal,0.45317890003630135
-1.57,984.61,92.3,1,Normal,0.4503302680601423
-1.6,984.65,92.2,1,Normal,0.45161403342090845
-1.63,984.74,92.3,1,Normal,0.4490286727856477
-1.6,984.82,92.1,1,Normal,0.44868865124448987
-1.57,984.9,91.7,1,Normal,0.4442654303592855
-1.54,984.99,91.2,1,Normal,0.44146763588253257
-1.5,985.06,90.3,1,Normal,0.43293120098177335
-1.46,985.11,89.0,1,Normal,0.4288898309903824
-1.44,985.09,87.6,1,Normal,0.4292063437593723
-1.5,985.1,87.2,1,Normal,0.4292063437593723
-1.53,985.17,86.9,1,Normal,0.4311889000482663
-1.57,985.28,86.9,1,Normal,0.43110069950743707
-1.61,985.35,87.0,1,Normal,0.4316844480420422
-1.64,985.47,87.4,1,Normal,0.43220015257203037
-1.7,985.5,88.2,1,Normal,0.4312329717076916
-1.76,985.47,89.0,1,Normal,0.4330091844828588
-1.77,985.44,89.7,1,Normal,0.4353924476483798
-1.8,985.51,89.8,1,Normal,0.43613970070107644
-1.81,985.57,89.6,1,Normal,0.43613970070107644
-1.77,985.65,89.1,1,Normal,0.43271631548108896
-1.77,985.64,88.6,1,Normal,0.4328280329655782
-1.77,985.57,88.2,1,Normal,0.43219578016695054
-1.77,985.64,88.1,1,Normal,0.43033852040283965
-1.76,985.59,88.0,1,Normal,0.43033852040283965
-1.76,985.59,88.2,1,Normal,0.43219578016695054
-1.76,985.75,88.2,1,Normal,0.43219578016695054
-1.76,985.89,88.0,1,Normal,0.42958072841419986
-1.76,985.97,87.9,1,Normal,0.42987147520282143
-1.7,986.1,87.8,1,Normal,0.42891384462956705
-1.7,986.26,87.6,1,Normal,0.4314823303402715
-1.71,986.42,87.2,1,Normal,0.4314823303402715
-1.79,986.52,87.2,1,Normal,0.43244569553942885
-1.92,986.67,87.6,1,Normal,0.43117191533121135
-2.08,986.79,87.8,1,Normal,0.429893755694463
-2.18,986.9,87.6,1,Normal,0.43398611523551084
-2.26,986.99,87.6,1,Normal,0.43381302279446027
-2.31,987.15,87.7,1,Normal,0.4329333799643486
-2.36,987.33,87.6,1,Normal,0.433802926078994
-2.59,987.52,87.8,1,Normal,0.43269846045874644
-2.72,987.67,88.3,1,Normal,0.4358991274519714
-2.83,987.83,88.7,1,Normal,0.4379596075796846
-2.87,987.94,88.6,1,Normal,0.4350845066892638
-2.9,988.04,88.4,1,Normal,0.4346557590721758
-2.89,988.19,88.8,1,Normal,0.4346986863989929
-3.03,988.29,90.0,1,Normal,0.4427065765559941
-3.11,988.42,91.1,1,Normal,0.4501192375534976
-3.12,988.59,91.8,1,Normal,0.4538712622317029
-3.11,988.71,91.8,1,Normal,0.4538712622317029
-3.18,988.83,91.8,1,Normal,0.4556177039318894
-3.23,988.97,91.4,1,Normal,0.45560720975011293
-3.24,989.06,91.3,1,Normal,0.456224142270406
-3.29,989.23,90.9,1,Normal,0.4542512206226473
-3.3,989.38,90.3,1,Normal,0.44719692165195984
-3.28,989.53,89.9,1,Normal,0.44364598808721484
-3.31,989.68,89.3,1,Normal,0.44096092618082855
-3.36,989.76,89.5,1,Normal,0.4439771302792634
-3.46,989.87,89.8,1,Normal,0.44587639916606175
-3.53,989.97,88.7,1,Normal,0.4458759848590742
-3.57,990.08,86.8,1,Normal,0.4414862639089053
-3.58,990.2,87.0,1,Normal,0.4431112898579044
-3.62,990.3,87.7,1,Normal,0.4431358101959909
-3.63,990.35,87.6,1,Normal,0.4431358101959909
-3.63,990.38,87.0,1,Normal,0.4431112898579044
-3.65,990.42,86.6,1,Normal,0.4409041074254482
-3.73,990.55,86.8,1,Normal,0.4399145116920888
-3.86,990.68,87.7,1,Normal,0.44160264194096166
-4.06,990.73,88.8,1,Normal,0.4481798793751408
-4.16,990.78,89.3,1,Normal,0.4535208475735685
-4.17,990.78,88.9,1,Normal,0.45315517437365016
-4.15,990.82,87.9,1,Normal,0.44924026289235425
-4.23,990.85,86.5,1,Normal,0.447622940683964
-4.33,990.94,86.6,1,Normal,0.4511754530820618
-4.37,990.99,87.0,1,Normal,0.4558137683568952
-4.45,991.03,87.5,1,Normal,0.45691071669020494
-4.5,991.07,88.5,1,Normal,0.46072776387706266
-4.57,991.08,89.3,1,Normal,0.4617039159217464
-4.68,991.17,90.0,1,Normal,0.46168462449203496
-4.77,991.27,89.6,1,Normal,0.4633428053745221
-4.81,991.4,89.5,1,Normal,0.46337968238628696
-4.95,991.47,90.0,1,Normal,0.46423576995028626
-5.08,991.64,89.8,1,Normal,0.46827501766666313
-5.14,991.8,89.8,1,Normal,0.4727779270309439
-5.26,991.91,89.7,1,Normal,0.4715543737650703
-5.41,991.99,89.2,1,Normal,0.47384181661150543
-5.49,992.09,88.8,1,Normal,0.47354101109007074
-5.54,992.28,89.0,1,Normal,0.47362523403441914
-5.59,992.46,88.9,1,Normal,0.47547305558311564
-5.74,992.67,88.2,1,Normal,0.47272975962307356
-5.77,992.87,88.6,1,Normal,0.4768086488393152
-5.94,992.91,88.5,1,Normal,0.4772515259342402
-6.05,993.02,88.5,1,Normal,0.4772515259342402
-6.1,993.19,88.6,1,Normal,0.47692873329380125
-6.21,993.3,88.7,1,Normal,0.47792008188813845
-6.38,993.4,88.5,1,Normal,0.47949095195522967
-6.55,993.6,88.1,1,Normal,0.47793924794003173
-6.63,993.78,87.5,1,Normal,0.48105892823781876
-6.7,993.93,86.6,1,Normal,0.4851644654139061
-6.76,994.08,86.9,1,Normal,0.48343848669357836
-6.74,994.17,87.9,1,Normal,0.48265072028281086
-6.85,994.25,87.6,1,Normal,0.48419014647719233
-7.08,994.27,85.5,1,Normal,0.4841538348941786
-7.45,994.29,81.3,1,Normal,0.5008036987077962
-7.62,994.42,79.6,1,Normal,0.5077814971307976
-7.73,994.49,78.8,1,Normal,0.5055369477868713
-7.8,994.54,76.8,1,Normal,0.5083713966156372
-7.9,994.69,75.4,1,Normal,0.5149413832018015
-8.01,994.93,75.0,1,Normal,0.5164777767273917
-8.13,995.06,75.1,1,Normal,0.5207992841029396
-8.31,995.19,74.6,1,Normal,0.5243868243960172
-8.55,995.38,74.8,1,Normal,0.5227248907072977
-8.87,995.52,74.7,1,Normal,0.5271811066816208
-9.13,995.62,75.0,1,Normal,0.5335885066680188
25.0,995.84,75.2,1,Normal,0.5171473074270605
-9.55,995.93,75.4,1,Normal,0.5359180360618456
-9.73,995.93,75.7,1,Normal,0.5348313548577808
-9.9,996.1,76.0,1,Normal,0.5405779269225478
-10.07,996.23,76.4,1,Normal,0.5376992143306544
-10.18,996.43,76.4,1,Normal,0.5362459819717366
-10.32,996.58,76.5,1,Normal,0.5383561369505071
-10.41,996.71,76.8,1,Normal,0.5408831237930581
-10.44,996.78,76.5,1,Normal,0.5427159928784876
-10.46,996.87,76.4,1,Normal,0.5470251436057688
-10.5,996.95,76.0,1,Normal,0.5491330467390193
-10.6,996.99,76.2,1,Normal,0.5472693072425375
-10.74,997.04,76.6,1,Normal,0.5535076163349406
-10.88,997.11,77.1,1,Normal,0.5559666260010384
-11.09,997.13,77.6,1,Normal,0.5552148159585651
-11.32,997.11,78.2,1,Normal,0.5554466584838172
-11.5,997.22,78.7,1,Normal,0.5573904562784349
-11.72,997.29,79.2,1,Normal,0.5607109878239221
-11.96,997.42,79.7,1,Normal,0.5646427545683572
-12.16,997.51,80.3,1,Normal,0.5652641168471435
-12.3,997.54,80.8,1,Normal,0.5624090275576843
-12.43,997.5,81.2,1,Normal,0.5625489717634049
-12.54,997.51,81.6,1,Normal,0.5655643136281151
-12.63,997.6,81.8,1,Normal,0.5698183551796094
-12.78,997.62,82.1,1,Normal,0.5697270187309995
-12.93,997.61,82.6,1,Normal,0.5714244240079439
-13.06,997.62,82.9,1,Normal,0.5738156225339107
-13.14,997.6,83.3,1,Normal,0.5721222581718196
-13.24,997.62,83.4,1,Normal,0.5705206701246333
-13.34,997.71,83.9,1,Normal,0.5693067375009243
-13.39,997.72,84.0,1,Normal,0.5693067375009243
-13.43,997.72,84.2,1,Normal,0.5705778215291432
-13.49,997.72,84.4,1,Normal,0.5746848175930175
-13.59,997.76,84.5,1,Normal,0.5746848175930175
-13.62,997.85,84.8,1,Normal,0.5732674520102476
-13.64,997.96,84.8,1,Normal,0.5765729772138785
-13.66,998.09,84.9,1,Normal,0.578526787083224
-13.75,998.1,84.9,1,Normal,0.5825894137382832
-13.8,998.09,85.1,1,Normal,0.5819776921867005
-13.85,998.09,84.9,1,Normal,0.5825894137382832
-13.87,998.16,85.2,1,Normal,0.5819776921867005
-13.89,998.22,85.3,1,Normal,0.5809778204475449
-13.98,998.26,85.3,1,Normal,0.5809778204475449
-14.08,998.25,85.5,1,Normal,0.5809778204475449
-14.18,998.35,85.7,1,Normal,0.5826447543152329
-14.3,998.34,86.2,1,Normal,0.5811710536290519
-14.26,998.34,86.6,1,Normal,0.5837585818163841
-14.29,998.24,86.5,1,Normal,0.5811710536290519
-14.39,998.25,86.6,1,Normal,0.5837585818163841
-14.47,998.34,86.8,1,Normal,0.5811868912089214
-14.6,998.17,86.9,1,Normal,0.5808780839821721
-14.73,998.1,86.9,1,Normal,0.5832409617836551
-14.9,998.19,87.2,1,Normal,0.5828464823952493
-15.13,998.14,87.3,1,Normal,0.5914853030002122
-15.2,998.22,88.2,1,Normal,0.5876298177049087
-15.16,998.24,88.5,1,Normal,0.587062966036139
-15.25,998.25,88.8,1,Normal,0.5884191323153952
-15.31,998.22,89.0,1,Normal,0.5887733174263001
-15.29,998.21,89.2,1,Normal,0.58531517083028
-15.37,998.22,89.2,1,Normal,0.5887733174263001
-15.49,998.22,89.0,1,Normal,0.5887733174263001
-15.73,998.26,88.5,1,Normal,0.5945993781122224
-16.31,998.33,87.9,1,Normal,0.5964664819517727
-16.69,998.37,87.7,1,Normal,0.5993594941531867
-16.71,998.37,88.2,1,Normal,0.5968811706735986
-16.86,998.34,87.8,1,Normal,0.5957445979175054
-16.92,998.34,87.6,1,Normal,0.5976447397812908
-16.9,998.34,87.7,1,Normal,0.5976447397812908
-16.89,998.34,87.5,1,Normal,0.5976447397812908
-16.97,998.38,87.2,1,Normal,0.599765149799794
-17.02,998.43,87.3,1,Normal,0.6005170094749329
-16.92,998.34,88.1,1,Normal,0.5964664819517727
-16.26,998.35,89.3,1,Normal,0.5933245542702797
-16.09,998.37,88.6,1,Normal,0.5963053947727517
-16.02,998.46,88.3,1,Normal,0.597052917333119
-15.98,998.46,88.0,1,Normal,0.5989277255408009
-15.9,998.47,87.8,1,Normal,0.5982028627432584
-15.71,998.35,87.8,1,Normal,0.5974539004275322
-15.69,998.44,86.8,1,Normal,0.6022776605903692
-15.53,998.46,86.9,1,Normal,0.5980248585879346
-15.07,998.37,86.4,1,Normal,0.5875898909814355
-15.25,998.34,85.9,1,Normal,0.59319006745308
-15.43,998.42,87.1,1,Normal,0.5976203800003097
-15.23,998.46,87.3,1,Normal,0.5929055927653005
-12.811641684511065,998.49,86.9,1,Normal,0.5689438755275849
-15.12,998.46,86.5,1,Normal,0.5946277237381038
-15.06,998.46,85.9,1,Normal,0.5865413422607004
-15.04,998.49,85.1,1,Normal,0.5857481873287055
-15.14,998.44,84.7,1,Normal,0.595860583595437
-15.05,998.29,84.6,1,Normal,0.5867032321899209
-14.71,998.17,83.7,1,Normal,0.5890736475036081
-14.75,998.21,82.9,1,Normal,0.5901848936190662
-14.72,998.11,82.4,1,Normal,0.5900368410392322
-14.62,998.03,82.5,1,Normal,0.5891354319602484
25.0,997.92,81.7,1,Normal,0.5357415574702362
-14.52,997.79,81.1,1,Normal,0.5895270288796182
-14.46,997.73,81.0,1,Normal,0.5902805434074612
-14.08,997.6,80.2,1,Normal,0.594315611987271
-13.56,997.46,78.5,1,Normal,0.5849185376387928
-13.18,997.24,76.8,1,Normal,0.5832124307013246
-12.42,997.14,75.4,1,Normal,0.567057119118864
-10.97,997.02,70.9,1,Normal,0.5669061466604896
-10.88,996.89,67.31,1,Normal,0.5817936005380199
-11.45,996.8,68.63,1,Normal,0.5773337980036031
-11.09,996.63,68.25,1,Normal,0.5715753507739371
-11.07,996.52,68.0,1,Normal,0.5714377969066821
-26.33,996.43,68.97,1,Normal,0.6229869714483338
-11.9,996.32,70.7,1,Normal,0.5682109910579461
-12.43,996.37,72.7,1,Normal,0.5683724691548392
-12.47,996.37,73.9,1,Normal,0.5684532816091455
-12.27,996.31,74.0,1,Normal,0.5648520749009494
-12.19,996.36,73.6,1,Normal,0.5622671890973002
-11.96,996.33,73.2,1,Normal,0.5615068590710951
-12.05,996.27,73.2,1,Normal,0.5622671890973002
-12.66,996.26,75.3,1,Normal,0.5713371494594774
-13.09,996.36,77.4,1,Normal,0.577116896667398
-13.26,996.38,78.6,1,Normal,0.577081914178437
-13.28,996.31,78.7,1,Normal,0.5792650996134618
-13.28,996.25,78.5,1,Normal,0.5790374486621915
-13.52,996.25,78.9,1,Normal,0.5866426618695324
-14.05,996.25,80.5,1,Normal,0.5952216993846904
-14.4,996.22,82.1,1,Normal,0.5863907814545547
-14.62,996.25,83.1,1,Normal,0.5889422911698673
-14.94,996.24,83.4,1,Normal,0.584291144704696
-14.88,996.19,85.2,1,Normal,0.5796591062515515
-14.88,996.14,85.2,1,Normal,0.5796591062515515
-15.59,996.07,83.7,1,Normal,0.5985952265784104
-15.97,996.01,84.8,1,Normal,0.5948166369643334
-15.92,996.08,86.1,1,Normal,0.5951945613270195
-16.15,995.97,86.1,1,Normal,0.5947919970321236
-16.11,995.95,86.5,1,Normal,0.5947919970321236
-16.49,995.91,85.4,1,Normal,0.5945942350321002
-16.56,995.93,85.8,1,Normal,0.5945942350321002
-16.61,995.88,85.8,1,Normal,0.5945942350321002
-16.75,995.88,85.3,1,Normal,0.5945942350321002
-16.93,995.86,84.9,1,Normal,0.5948166369643334
-17.07,995.79,85.2,1,Normal,0.5945942350321002
-17.21,995.74,85.7,1,Normal,0.5949966654786583
-17.4,995.64,85.7,1,Normal,0.5934481360433748
-17.58,995.59,85.5,1,Normal,0.5934481360433748
-17.79,995.51,85.5,1,Normal,0.5934481360433748
-17.99,995.48,85.4,1,Normal,0.5934481360433748
-18.18,995.5,85.3,1,Normal,0.5934481360433748
-18.35,995.54,85.5,1,Normal,0.5966091128196014
-18.32,995.52,86.8,1,Normal,0.5976319609644527
-17.83,995.48,87.1,1,Normal,0.5927277510461524
-18.25,995.47,85.2,1,Normal,0.5966091128196014
-18.37,995.41,86.1,1,Normal,0.5963223815550945
-18.5,995.39,86.0,1,Normal,0.5963223815550945
-18.62,995.5,86.1,1,Normal,0.5972114734163112
-18.88,995.55,85.8,1,Normal,0.5970129069661755
-18.89,995.52,86.0,1,Normal,0.5972114734163112
-19.17,995.4,84.7,1,Normal,0.5963470848852166
-19.47,995.28,84.6,1,Normal,0.5983441868641652
-19.38,995.26,85.1,1,Normal,0.596064282184749
-19.39,995.23,84.3,1,Normal,0.5986890633453741
-16.946381156316917,995.07,83.5,1,Normal,0.5959452148110839
-20.34,994.95,83.7,1,Normal,0.6004090853323377
-20.67,994.88,84.4,1,Normal,0.6012903177292014
-20.84,994.81,85.3,1,Normal,0.5986541321118747
-20.86,994.76,85.6,1,Normal,0.5986541321118747
-20.85,994.67,85.5,1,Normal,0.5986541321118747
-21.08,994.74,85.1,1,Normal,0.5986541321118747
-21.07,994.66,85.5,1,Normal,0.5998814987960445
-20.51,994.6,86.6,1,Normal,0.6031606919734238
-20.48,994.65,85.3,1,Normal,0.5998814987960445
-20.75,994.55,84.8,1,Normal,0.6005120391863996
25.0,994.51,84.3,1,Normal,0.5232514613035137
-21.31,994.43,84.3,1,Normal,0.6025230891474679
-20.97,994.29,85.5,1,Normal,0.5955059553142765
-20.48,994.17,86.1,1,Normal,0.596286542536749
-20.26,994.16,85.7,1,Normal,0.5955059553142765
-21.17,994.09,83.3,1,Normal,0.6030600900492399
-21.56,994.14,83.8,1,Normal,0.5987023857115655
-21.65,994.12,84.0,1,Normal,0.5960486186456811
-21.49,994.03,84.5,1,Normal,0.5981282778711989
-21.46,994.11,84.0,1,Normal,0.5960486186456811
-21.57,994.06,84.0,1,Normal,0.5960486186456811
-21.24,993.96,85.6,1,Normal,0.5955059553142765
-20.99,993.87,85.7,1,Normal,0.5963342917607646
-20.94,993.9,85.6,1,Normal,0.5955895218766212
-20.9,993.97,85.5,1,Normal,0.5955059553142765
-21.32,993.87,83.6,1,Normal,0.6003469920520496
-22.07,993.84,82.8,1,Normal,0.6031623410405623
-22.55,993.77,82.9,1,Normal,0.6060354593290334
-22.76,993.75,83.2,1,Normal,0.6038989341406421
-23.01,993.67,83.4,1,Normal,0.6003469920520496
-22.91,993.67,83.9,1,Normal,0.5968777099256206
-22.64,993.56,84.6,1,Normal,0.598960261914036
-22.38,993.4,84.1,1,Normal,0.5960705775628775
-22.22,993.33,84.0,1,Normal,0.5969290890278353
-22.39,993.36,83.5,1,Normal,0.6003986697893079
-22.1,993.28,84.0,1,Normal,0.5969290890278353
-21.8,993.14,84.1,1,Normal,0.5960940529796577
-22.25,993.01,82.7,1,Normal,0.6023704328318294
-22.49,993.07,83.4,1,Normal,0.5995587801914187
-22.31,992.9,83.3,1,Normal,0.5998030137282301
-22.42,992.91,83.2,1,Normal,0.6026981435434023
-22.31,992.78,83.4,1,Normal,0.5966787306689906
-22.47,992.69,83.1,1,Normal,0.60183554229651
-22.26,992.65,84.0,1,Normal,0.5921714109284694
-21.93,992.49,83.6,1,Normal,0.595030635871404
-22.31,992.54,83.1,1,Normal,0.5997672721592956
-22.13,992.37,83.5,1,Normal,0.5954333616807058
-22.49,992.28,82.6,1,Normal,0.5990453098731295
-22.41,992.28,83.5,1,Normal,0.5954333616807058
-22.41,992.38,83.1,1,Normal,0.6001732037962765
-21.93,992.39,84.5,1,Normal,0.5940579814443544
-21.46,992.18,84.5,1,Normal,0.592004898708252
-21.42,992.1,83.7,1,Normal,0.5929741916115535
-21.84,992.06,82.9,1,Normal,0.5985927993996072
-22.2,992.11,83.0,1,Normal,0.5976944579381053
-22.3,992.13,83.0,1,Normal,0.5980989866628084
-22.55,992.24,82.7,1,Normal,0.5990453098731295
-22.63,992.25,82.9,1,Normal,0.601075270840553
-22.5,992.18,83.1,1,Normal,0.5980989866628084
-22.54,992.23,83.2,1,Normal,0.5989562323643361
-21.68,992.42,84.7,1,Normal,0.5916747311129644
-21.43,992.5,83.5,1,Normal,0.595030635871404
-21.17,992.49,83.4,1,Normal,0.595030635871404
-21.16,992.32,82.9,1,Normal,0.601075270840553
-21.17,992.14,82.8,1,Normal,0.5969749907759038
-20.85,992.14,83.1,1,Normal,0.5980989866628084
-21.35,992.17,81.3,1,Normal,0.6019527628990111
-22.14,992.38,81.6,1,Normal,0.6026599886631134
-22.1,992.37,82.5,1,Normal,0.5989612584326726
-21.44,992.4,83.4,1,Normal,0.595030635871404
-20.34,992.45,83.1,1,Normal,0.5997672721592956
-19.55,992.35,83.3,1,Normal,0.5989562323643361
-18.44,992.42,82.4,1,Normal,0.5998777015576672
-18.77,992.44,81.4,1,Normal,0.6026943472012594
-18.87,992.52,80.8,1,Normal,0.602456341692418
-19.04,992.47,81.1,1,Normal,0.602622799684657
-18.71,992.41,81.8,1,Normal,0.602167873650056
-18.64,992.32,81.8,1,Normal,0.6026599886631134
-18.05,992.3,83.3,1,Normal,0.5953798578232684
-17.65,992.14,83.5,1,Normal,0.5898324735111921
-17.27,992.02,83.1,1,Normal,0.5941256174666251
-17.12,992.02,82.6,1,Normal,0.5930090886557953
-16.5,992.05,83.3,1,Normal,0.5896020895949508
-15.86,991.76,83.3,1,Normal,0.591131944055911
-15.58,991.72,83.3,1,Normal,0.591131944055911
-15.32,991.62,83.5,1,Normal,0.582129143747074
-15.04,991.71,83.8,1,Normal,0.5727805647227702
-14.86,991.65,83.9,1,Normal,0.5676174286683706
-14.39,991.6,84.6,1,Normal,0.5669065924999256
-13.93,991.56,84.8,1,Normal,0.5662759208559933
-13.08,991.52,85.4,1,Normal,0.5572889911202202
-12.33,991.58,84.1,1,Normal,0.5435462488455867
-12.05,991.62,82.1,1,Normal,0.5500886392429742
-11.96,991.58,81.7,1,Normal,0.5518337831520367
-12.15,991.58,81.6,1,Normal,0.552284763188144
-12.28,991.5,83.7,1,Normal,0.5467055480699494
-12.06,991.58,85.5,1,Normal,0.5438957325977218
-11.89,991.69,85.5,1,Normal,0.5449335524744371
-11.44,991.75,86.6,1,Normal,0.5448359414617127
-10.84,991.92,86.7,1,Normal,0.5376175463281259
-10.57,991.85,86.4,1,Normal,0.5277481508936274
-10.34,991.93,86.0,1,Normal,0.5271511226234086
-10.19,991.98,85.7,1,Normal,0.5195322475229798
-10.03,992.14,85.1,1,Normal,0.5195322475229798
-10.12,992.19,86.1,1,Normal,0.5202974764245569
-9.84,992.25,87.8,1,Normal,0.5160027607439975
-9.58,992.21,88.4,1,Normal,0.5123349689784167
-9.4,992.34,88.4,1,Normal,0.5134165436072845
-9.44,992.49,88.3,1,Normal,0.5144597137631224
-9.18,992.6,88.9,1,Normal,0.508881519202737
-8.95,992.59,88.9,1,Normal,0.5078496599541152
-8.65,992.61,88.9,1,Normal,0.49980983466705314
-8.55,992.79,88.1,1,Normal,0.5016186455243451
-8.47,992.95,87.8,1,Normal,0.5017449783867093
